MaSP,TenSP,MoTaSP,SoLuongTonKho,LoaiSP,GiaSP
S1957,Hoa Tulip 733,San Pham Tot,503,Hoa Sinh Nhat,237616
S1958,Gau Bong 865,San Pham Tot,180,Quan Tang,861127
S1959,Hoa Tulip 610,San Pham Tot,165,Quan Tang,725964
S1960,Mascara 746,San Pham Tot,343,Hoa Sinh Nhat,203643
S1961,Hoa Tigon 862,San Pham Tot,791,Quan Tang,646883
S1962,Kep Toc 516,San Pham Tot,974,Quan Tang,484433
S1963,Hoa Tulip 553,San Pham Tot,300,Hoa Sinh Nhat,867413
S1964,Gau Bong 525,San Pham Tot,672,Quan Tang,428080
S1965,Hoa Lan 632,San Pham Tot,136,Quan Tang,738530
S1966,Mascara 546,San Pham Tot,341,Hoa Sinh Nhat,927539
S1967,Hoa Lan 546,San Pham Tot,927,Quan Tang,651232
S1968,Kep Toc 993,San Pham Tot,244,Quan Tang,208916
S1969,Hoa Dam But 568,San Pham Tot,400,Hoa Sinh Nhat,304087
S1970,Gau Bong 623,San Pham Tot,776,Quan Tang,324862
S1971,Hoa Mai 672,San Pham Tot,877,Quan Tang,915845
S1972,Mascara 522,San Pham Tot,105,Hoa Sinh Nhat,792203
S1973,Hoa Tigon 674,San Pham Tot,202,Quan Tang,587231
S1974,Ao Khoac 678,San Pham Tot,656,Quan Tang,271340
S1975,Hoa Anh Dao 697,San Pham Tot,215,Hoa Sinh Nhat,425050
S1976,Kep Toc 706,San Pham Tot,657,Quan Tang,413240
S1977,Hoa Anh Dao 805,San Pham Tot,321,Quan Tang,718368
S1978,Ao Khoac 596,San Pham Tot,473,Hoa Sinh Nhat,443706
S1979,Hoa Hong 901,San Pham Tot,744,Quan Tang,502314
S1980,Gau Bong 822,San Pham Tot,613,Quan Tang,787341
S1981,Hoa Hue 542,San Pham Tot,878,Hoa Sinh Nhat,293928
S1982,Ao Khoac 521,San Pham Tot,561,Quan Tang,392938
S1983,Hoa Cuc 960,San Pham Tot,878,Quan Tang,560231
S1984,Mascara 850,San Pham Tot,138,Hoa Sinh Nhat,294884
S1985,Hoa Dam But 944,San Pham Tot,994,Quan Tang,312541
S1986,Nuoc Hoa 623,San Pham Tot,771,Quan Tang,555599
S1987,Hoa Dam But 544,San Pham Tot,742,Hoa Sinh Nhat,923517
S1988,Nuoc Hoa 976,San Pham Tot,780,Quan Tang,214069
S1989,Hoa Huong Duong 764,San Pham Tot,188,Quan Tang,444944
S1990,Ao Khoac 596,San Pham Tot,360,Hoa Sinh Nhat,692093
S1991,Hoa Huong Duong 797,San Pham Tot,425,Quan Tang,830838
S1992,Ao Khoac 997,San Pham Tot,710,Quan Tang,678540
S1993,Hoa Anh Dao 559,San Pham Tot,341,Hoa Sinh Nhat,629802
S1994,Gau Bong 558,San Pham Tot,550,Quan Tang,719679
S1995,Hoa Dam But 727,San Pham Tot,797,Quan Tang,260265
S1996,Gau Bong 799,San Pham Tot,261,Hoa Sinh Nhat,999172
S1997,Hoa Huong Duong 906,San Pham Tot,748,Quan Tang,617751
S1998,Mascara 784,San Pham Tot,740,Quan Tang,371900
S1999,Hoa Huong Duong 716,San Pham Tot,913,Hoa Sinh Nhat,790098
S2000,Mascara 647,San Pham Tot,894,Quan Tang,625395
